,username,rating,value,boardgame_id,lang,aspect_luck,aspect_luck_label,aspect_luck_score,aspect_luck_mapped,aspect_luck_mapped2,aspect_bookkeeping,aspect_bookkeeping_label,aspect_bookkeeping_score,aspect_bookkeeping_mapped,aspect_bookkeeping_mapped2,aspect_downtime,aspect_downtime_label,aspect_downtime_score,aspect_downtime_mapped,aspect_downtime_mapped2,aspect_interaction,aspect_interaction_label,aspect_interaction_score,aspect_interaction_mapped,aspect_interaction_mapped2,aspect_bash the leader,aspect_bash the leader_label,aspect_bash the leader_score,aspect_bash the leader_mapped,aspect_bash the leader_mapped2,aspect_complicated,aspect_complicated_label,aspect_complicated_score,aspect_complicated_mapped,aspect_complicated_mapped2,aspect_complex,aspect_complex_label,aspect_complex_score,aspect_complex_mapped,aspect_complex_mapped2
2523,kcjohn00,6,What a great game with kids.,2223,en,"{'label': 'Neutral', 'score': 0.8759334683418274}",Neutral,0.8759334683418274,0,0.0,"{'label': 'Neutral', 'score': 0.9824487566947937}",Neutral,0.9824487566947937,0,0.0,"{'label': 'Neutral', 'score': 0.8230404257774353}",Neutral,0.8230404257774353,0,0.0,"{'label': 'Neutral', 'score': 0.8154102563858032}",Neutral,0.8154102563858032,0,0.0,"{'label': 'Neutral', 'score': 0.6386582851409912}",Neutral,0.6386582851409912,0,0.0,"{'label': 'Neutral', 'score': 0.666069507598877}",Neutral,0.666069507598877,0,0.0,"{'label': 'Neutral', 'score': 0.9571223855018616}",Neutral,0.9571223855018616,0,0.0
2524,kcnicho,8,"Don't have to think much, when you want a light interactive game.",2223,en,"{'label': 'Neutral', 'score': 0.6900252103805542}",Neutral,0.6900252103805542,0,0.0,"{'label': 'Neutral', 'score': 0.9847899079322815}",Neutral,0.9847899079322815,0,0.0,"{'label': 'Neutral', 'score': 0.7850831747055054}",Neutral,0.7850831747055054,0,0.0,"{'label': 'Positive', 'score': 0.9223965406417847}",Positive,0.9223965406417847,1,0.9223965406417847,"{'label': 'Neutral', 'score': 0.7403613328933716}",Neutral,0.7403613328933716,0,0.0,"{'label': 'Negative', 'score': 0.8156101703643799}",Negative,0.8156101703643799,-1,-0.8156101703643799,"{'label': 'Neutral', 'score': 0.7023506760597229}",Neutral,0.7023506760597229,0,0.0
2525,kdean1,7,The improved rules here: http://www.superpowernosissies.com/uno/ MUST be used to make this game enjoyable.,2223,en,"{'label': 'Positive', 'score': 0.8764199614524841}",Positive,0.8764199614524841,1,0.8764199614524841,"{'label': 'Neutral', 'score': 0.5922714471817017}",Neutral,0.5922714471817017,0,0.0,"{'label': 'Positive', 'score': 0.7837300300598145}",Positive,0.7837300300598145,1,0.7837300300598145,"{'label': 'Positive', 'score': 0.7666072249412537}",Positive,0.7666072249412537,1,0.7666072249412537,"{'label': 'Positive', 'score': 0.6122616529464722}",Positive,0.6122616529464722,1,0.6122616529464722,"{'label': 'Negative', 'score': 0.9333007335662842}",Negative,0.9333007335662842,-1,-0.9333007335662842,"{'label': 'Negative', 'score': 0.5187807083129883}",Negative,0.5187807083129883,-1,-0.5187807083129883
2526,kdiddy13,6,"A variation on Crazy 8's.  Light strategy (as in what card should I play) with some screw your neighbor elements.  Larger groups can add significantly to game time and the amount of waiting between turns.  Can suffer from Is-It-My-Turnitis. Very simple and VERY easy to teach to new players, but the simplicity means there probably won't be much desire to play more than 3-4 hands (less with longer games) at any one time, and will probably be a bit of time between sessions (probably measured in months), but will be brought out on occasion.  Very popular with kids under 12.",2223,en,"{'label': 'Negative', 'score': 0.6476259231567383}",Negative,0.6476259231567383,-1,-0.6476259231567383,"{'label': 'Negative', 'score': 0.6429060697555542}",Negative,0.6429060697555542,-1,-0.6429060697555542,"{'label': 'Negative', 'score': 0.8341115117073059}",Negative,0.8341115117073059,-1,-0.8341115117073059,"{'label': 'Negative', 'score': 0.590187668800354}",Negative,0.590187668800354,-1,-0.590187668800354,"{'label': 'Negative', 'score': 0.6930736899375916}",Negative,0.6930736899375916,-1,-0.6930736899375916,"{'label': 'Negative', 'score': 0.7956236004829407}",Negative,0.7956236004829407,-1,-0.7956236004829407,"{'label': 'Negative', 'score': 0.7233426570892334}",Negative,0.7233426570892334,-1,-0.7233426570892334
2527,Ke7in11,7,This used to come on every trip with us. Has since been replaced by Lost Cities.,2223,en,"{'label': 'Neutral', 'score': 0.6054083108901978}",Neutral,0.6054083108901978,0,0.0,"{'label': 'Neutral', 'score': 0.7272476553916931}",Neutral,0.7272476553916931,0,0.0,"{'label': 'Neutral', 'score': 0.5891504287719727}",Neutral,0.5891504287719727,0,0.0,"{'label': 'Neutral', 'score': 0.4384082555770874}",Neutral,0.4384082555770874,0,0.0,"{'label': 'Negative', 'score': 0.7669920921325684}",Negative,0.7669920921325684,-1,-0.7669920921325684,"{'label': 'Negative', 'score': 0.9356111288070679}",Negative,0.9356111288070679,-1,-0.9356111288070679,"{'label': 'Neutral', 'score': 0.5135796666145325}",Neutral,0.5135796666145325,0,0.0
2531,Keith B,5,What can I say?  My mom's really good at it.,2223,en,"{'label': 'Neutral', 'score': 0.8557060360908508}",Neutral,0.8557060360908508,0,0.0,"{'label': 'Neutral', 'score': 0.9398812055587769}",Neutral,0.9398812055587769,0,0.0,"{'label': 'Neutral', 'score': 0.8006962537765503}",Neutral,0.8006962537765503,0,0.0,"{'label': 'Neutral', 'score': 0.8940064907073975}",Neutral,0.8940064907073975,0,0.0,"{'label': 'Negative', 'score': 0.7677607536315918}",Negative,0.7677607536315918,-1,-0.7677607536315918,"{'label': 'Negative', 'score': 0.539089024066925}",Negative,0.539089024066925,-1,-0.539089024066925,"{'label': 'Neutral', 'score': 0.9210942387580872}",Neutral,0.9210942387580872,0,0.0
2533,kekiiwi,9,"I've played UNO! since I can remember, I will always remember when my uncle bid his house... And lost-",2223,en,"{'label': 'Neutral', 'score': 0.521896481513977}",Neutral,0.521896481513977,0,0.0,"{'label': 'Neutral', 'score': 0.8086513876914978}",Neutral,0.8086513876914978,0,0.0,"{'label': 'Neutral', 'score': 0.7355810403823853}",Neutral,0.7355810403823853,0,0.0,"{'label': 'Neutral', 'score': 0.704362154006958}",Neutral,0.704362154006958,0,0.0,"{'label': 'Neutral', 'score': 0.562931478023529}",Neutral,0.562931478023529,0,0.0,"{'label': 'Negative', 'score': 0.5314712524414062}",Negative,0.5314712524414062,-1,-0.5314712524414062,"{'label': 'Neutral', 'score': 0.7730463147163391}",Neutral,0.7730463147163391,0,0.0
2538,Kempeth,4,"It's what you suggest when they threaten you with Skip-Bo, Muchnkin or Killerbunnies.",2223,en,"{'label': 'Negative', 'score': 0.5525574088096619}",Negative,0.5525574088096619,-1,-0.5525574088096619,"{'label': 'Neutral', 'score': 0.990378737449646}",Neutral,0.990378737449646,0,0.0,"{'label': 'Neutral', 'score': 0.8381865620613098}",Neutral,0.8381865620613098,0,0.0,"{'label': 'Neutral', 'score': 0.5223013162612915}",Neutral,0.5223013162612915,0,0.0,"{'label': 'Negative', 'score': 0.6407206058502197}",Negative,0.6407206058502197,-1,-0.6407206058502197,"{'label': 'Negative', 'score': 0.7451298236846924}",Negative,0.7451298236846924,-1,-0.7451298236846924,"{'label': 'Neutral', 'score': 0.9480379819869995}",Neutral,0.9480379819869995,0,0.0
2539,Kenfeldman,4,"Okay family game.  Beats some other games kids can play (like Candyland), but would prefer to play other card games instead.",2223,en,"{'label': 'Positive', 'score': 0.6271741986274719}",Positive,0.6271741986274719,1,0.6271741986274719,"{'label': 'Neutral', 'score': 0.7382792830467224}",Neutral,0.7382792830467224,0,0.0,"{'label': 'Positive', 'score': 0.7274220585823059}",Positive,0.7274220585823059,1,0.7274220585823059,"{'label': 'Positive', 'score': 0.647553026676178}",Positive,0.647553026676178,1,0.647553026676178,"{'label': 'Positive', 'score': 0.5914552807807922}",Positive,0.5914552807807922,1,0.5914552807807922,"{'label': 'Negative', 'score': 0.47953853011131287}",Negative,0.47953853011131287,-1,-0.47953853011131287,"{'label': 'Neutral', 'score': 0.43595391511917114}",Neutral,0.43595391511917114,0,0.0
2540,kenh1967,8,"One of our favorite ""classic"" games.  Been playing with our kids since they were very young.  Now, at the teen-aged level, we still enjoy UNO.",2223,en,"{'label': 'Positive', 'score': 0.8692023158073425}",Positive,0.8692023158073425,1,0.8692023158073425,"{'label': 'Neutral', 'score': 0.6951864957809448}",Neutral,0.6951864957809448,0,0.0,"{'label': 'Positive', 'score': 0.845476508140564}",Positive,0.845476508140564,1,0.845476508140564,"{'label': 'Positive', 'score': 0.7671992778778076}",Positive,0.7671992778778076,1,0.7671992778778076,"{'label': 'Positive', 'score': 0.8152474164962769}",Positive,0.8152474164962769,1,0.8152474164962769,"{'label': 'Negative', 'score': 0.5871067047119141}",Negative,0.5871067047119141,-1,-0.5871067047119141,"{'label': 'Positive', 'score': 0.7245360612869263}",Positive,0.7245360612869263,1,0.7245360612869263
2541,Kenitho,2.1,This is a painfully lucky game. You can be doomed from the beginning. If you start with at least two wild cards you can bet you'll win.   2.1 because I rated monopoly a 2 and would play this over monopoly in a heartbeat.,2223,en,"{'label': 'Negative', 'score': 0.9319748878479004}",Negative,0.9319748878479004,-1,-0.9319748878479004,"{'label': 'Negative', 'score': 0.930546224117279}",Negative,0.930546224117279,-1,-0.930546224117279,"{'label': 'Negative', 'score': 0.9469512104988098}",Negative,0.9469512104988098,-1,-0.9469512104988098,"{'label': 'Negative', 'score': 0.9438784122467041}",Negative,0.9438784122467041,-1,-0.9438784122467041,"{'label': 'Negative', 'score': 0.9596887826919556}",Negative,0.9596887826919556,-1,-0.9596887826919556,"{'label': 'Negative', 'score': 0.9843334555625916}",Negative,0.9843334555625916,-1,-0.9843334555625916,"{'label': 'Negative', 'score': 0.9735807180404663}",Negative,0.9735807180404663,-1,-0.9735807180404663
2543,Kent,6,"Fun, simple juiced up version of Crazy 8's.  For what it is, it does it well.",2223,en,"{'label': 'Positive', 'score': 0.598513126373291}",Positive,0.598513126373291,1,0.598513126373291,"{'label': 'Neutral', 'score': 0.8472793698310852}",Neutral,0.8472793698310852,0,0.0,"{'label': 'Positive', 'score': 0.6386088728904724}",Positive,0.6386088728904724,1,0.6386088728904724,"{'label': 'Positive', 'score': 0.7492227554321289}",Positive,0.7492227554321289,1,0.7492227554321289,"{'label': 'Positive', 'score': 0.7479086518287659}",Positive,0.7479086518287659,1,0.7479086518287659,"{'label': 'Negative', 'score': 0.8060473203659058}",Negative,0.8060473203659058,-1,-0.8060473203659058,"{'label': 'Neutral', 'score': 0.6474859714508057}",Neutral,0.6474859714508057,0,0.0
2544,KenToad,5,"This game is fun to play with young-teens, or at least it was when I was a substitute teacher in middle school.",2223,en,"{'label': 'Neutral', 'score': 0.8435653448104858}",Neutral,0.8435653448104858,0,0.0,"{'label': 'Neutral', 'score': 0.97328782081604}",Neutral,0.97328782081604,0,0.0,"{'label': 'Neutral', 'score': 0.8507483005523682}",Neutral,0.8507483005523682,0,0.0,"{'label': 'Neutral', 'score': 0.9388492703437805}",Neutral,0.9388492703437805,0,0.0,"{'label': 'Neutral', 'score': 0.6644637584686279}",Neutral,0.6644637584686279,0,0.0,"{'label': 'Negative', 'score': 0.8222731947898865}",Negative,0.8222731947898865,-1,-0.8222731947898865,"{'label': 'Neutral', 'score': 0.8653863668441772}",Neutral,0.8653863668441772,0,0.0
2545,kerning,5,"A kid's/family classic. Quick-playing, but...I dunno, I enjoyed it immensely more as a kid. Now it just bores me, and I go through the motions if I ever play with little interest.",2223,en,"{'label': 'Positive', 'score': 0.7923388481140137}",Positive,0.7923388481140137,1,0.7923388481140137,"{'label': 'Positive', 'score': 0.6575971245765686}",Positive,0.6575971245765686,1,0.6575971245765686,"{'label': 'Positive', 'score': 0.7986078262329102}",Positive,0.7986078262329102,1,0.7986078262329102,"{'label': 'Positive', 'score': 0.743304431438446}",Positive,0.743304431438446,1,0.743304431438446,"{'label': 'Positive', 'score': 0.734561562538147}",Positive,0.734561562538147,1,0.734561562538147,"{'label': 'Negative', 'score': 0.5667171478271484}",Negative,0.5667171478271484,-1,-0.5667171478271484,"{'label': 'Positive', 'score': 0.5113073587417603}",Positive,0.5113073587417603,1,0.5113073587417603
2547,Ketch,8,"This game rocks.  I proposed to my wife after playing a game of UNO, so I will never forget that, nor live it down haha.",2223,en,"{'label': 'Positive', 'score': 0.9219818711280823}",Positive,0.9219818711280823,1,0.9219818711280823,"{'label': 'Neutral', 'score': 0.756485641002655}",Neutral,0.756485641002655,0,0.0,"{'label': 'Positive', 'score': 0.6218206882476807}",Positive,0.6218206882476807,1,0.6218206882476807,"{'label': 'Positive', 'score': 0.6513242125511169}",Positive,0.6513242125511169,1,0.6513242125511169,"{'label': 'Positive', 'score': 0.7663955688476562}",Positive,0.7663955688476562,1,0.7663955688476562,"{'label': 'Positive', 'score': 0.42088618874549866}",Positive,0.42088618874549866,1,0.42088618874549866,"{'label': 'Neutral', 'score': 0.48914986848831177}",Neutral,0.48914986848831177,0,0.0
2549,ketigid,5,Winnie the Pooh version.,2223,en,"{'label': 'Neutral', 'score': 0.9382485151290894}",Neutral,0.9382485151290894,0,0.0,"{'label': 'Neutral', 'score': 0.9795478582382202}",Neutral,0.9795478582382202,0,0.0,"{'label': 'Neutral', 'score': 0.5565015077590942}",Neutral,0.5565015077590942,0,0.0,"{'label': 'Neutral', 'score': 0.7811084389686584}",Neutral,0.7811084389686584,0,0.0,"{'label': 'Negative', 'score': 0.8693193197250366}",Negative,0.8693193197250366,-1,-0.8693193197250366,"{'label': 'Negative', 'score': 0.8816463947296143}",Negative,0.8816463947296143,-1,-0.8816463947296143,"{'label': 'Neutral', 'score': 0.5442013740539551}",Neutral,0.5442013740539551,0,0.0
2550,kevan,2,"A particularly drab Eights variant. As a kid it was exciting to sometimes correctly guess which suit an about-to-win opponent was hoping for, and to foil it, but beyond the weird polyfilla bluff rule for invalid +4 Wilds, that's it. Play Bartok instead.",2223,en,"{'label': 'Positive', 'score': 0.455579936504364}",Positive,0.455579936504364,1,0.455579936504364,"{'label': 'Negative', 'score': 0.5541125535964966}",Negative,0.5541125535964966,-1,-0.5541125535964966,"{'label': 'Negative', 'score': 0.4873870611190796}",Negative,0.4873870611190796,-1,-0.4873870611190796,"{'label': 'Negative', 'score': 0.5783918499946594}",Negative,0.5783918499946594,-1,-0.5783918499946594,"{'label': 'Negative', 'score': 0.5347291231155396}",Negative,0.5347291231155396,-1,-0.5347291231155396,"{'label': 'Negative', 'score': 0.8947444558143616}",Negative,0.8947444558143616,-1,-0.8947444558143616,"{'label': 'Negative', 'score': 0.8588997721672058}",Negative,0.8588997721672058,-1,-0.8588997721672058
2551,Kevin Moody,2,LLAMA is a vastly superior substitute.,2223,en,"{'label': 'Neutral', 'score': 0.7298287749290466}",Neutral,0.7298287749290466,0,0.0,"{'label': 'Neutral', 'score': 0.9768496155738831}",Neutral,0.9768496155738831,0,0.0,"{'label': 'Neutral', 'score': 0.5835918188095093}",Neutral,0.5835918188095093,0,0.0,"{'label': 'Neutral', 'score': 0.804111897945404}",Neutral,0.804111897945404,0,0.0,"{'label': 'Negative', 'score': 0.7244178056716919}",Negative,0.7244178056716919,-1,-0.7244178056716919,"{'label': 'Negative', 'score': 0.9238537549972534}",Negative,0.9238537549972534,-1,-0.9238537549972534,"{'label': 'Negative', 'score': 0.7373641729354858}",Negative,0.7373641729354858,-1,-0.7373641729354858
2552,Kevin Youells,7,"A classic, and still fun to play with the little one.",2223,en,"{'label': 'Neutral', 'score': 0.8666342496871948}",Neutral,0.8666342496871948,0,0.0,"{'label': 'Neutral', 'score': 0.9654877185821533}",Neutral,0.9654877185821533,0,0.0,"{'label': 'Neutral', 'score': 0.6666643619537354}",Neutral,0.6666643619537354,0,0.0,"{'label': 'Neutral', 'score': 0.9158898591995239}",Neutral,0.9158898591995239,0,0.0,"{'label': 'Positive', 'score': 0.5846076607704163}",Positive,0.5846076607704163,1,0.5846076607704163,"{'label': 'Negative', 'score': 0.5698206424713135}",Negative,0.5698206424713135,-1,-0.5698206424713135,"{'label': 'Neutral', 'score': 0.774779200553894}",Neutral,0.774779200553894,0,0.0
2553,kevinwho,2.5,Extremely annoying game. Gains half a point in the ratings because I may be forced to play it again.,2223,en,"{'label': 'Negative', 'score': 0.9757847785949707}",Negative,0.9757847785949707,-1,-0.9757847785949707,"{'label': 'Negative', 'score': 0.934687614440918}",Negative,0.934687614440918,-1,-0.934687614440918,"{'label': 'Negative', 'score': 0.9704143404960632}",Negative,0.9704143404960632,-1,-0.9704143404960632,"{'label': 'Negative', 'score': 0.9697654843330383}",Negative,0.9697654843330383,-1,-0.9697654843330383,"{'label': 'Negative', 'score': 0.9703258872032166}",Negative,0.9703258872032166,-1,-0.9703258872032166,"{'label': 'Negative', 'score': 0.9901800155639648}",Negative,0.9901800155639648,-1,-0.9901800155639648,"{'label': 'Negative', 'score': 0.9857556223869324}",Negative,0.9857556223869324,-1,-0.9857556223869324
2555,Keymaster of Gozer,2,Boring and often mean. Luck-based. Not recommended!,2223,en,"{'label': 'Neutral', 'score': 0.864314615726471}",Neutral,0.864314615726471,0,0.0,"{'label': 'Negative', 'score': 0.9649195075035095}",Negative,0.9649195075035095,-1,-0.9649195075035095,"{'label': 'Negative', 'score': 0.956462025642395}",Negative,0.956462025642395,-1,-0.956462025642395,"{'label': 'Negative', 'score': 0.9620258808135986}",Negative,0.9620258808135986,-1,-0.9620258808135986,"{'label': 'Negative', 'score': 0.9672667980194092}",Negative,0.9672667980194092,-1,-0.9672667980194092,"{'label': 'Negative', 'score': 0.9744151830673218}",Negative,0.9744151830673218,-1,-0.9744151830673218,"{'label': 'Negative', 'score': 0.9601320028305054}",Negative,0.9601320028305054,-1,-0.9601320028305054
2556,kgnunn,7,"Sure, it's not the deepest game in the world, but if there's a better and more accessible version of Crazy Eights out there, I haven't seen it.",2223,en,"{'label': 'Neutral', 'score': 0.7595044374465942}",Neutral,0.7595044374465942,0,0.0,"{'label': 'Neutral', 'score': 0.8798969984054565}",Neutral,0.8798969984054565,0,0.0,"{'label': 'Neutral', 'score': 0.6908493638038635}",Neutral,0.6908493638038635,0,0.0,"{'label': 'Neutral', 'score': 0.7872471213340759}",Neutral,0.7872471213340759,0,0.0,"{'label': 'Neutral', 'score': 0.6153740882873535}",Neutral,0.6153740882873535,0,0.0,"{'label': 'Negative', 'score': 0.9186462163925171}",Negative,0.9186462163925171,-1,-0.9186462163925171,"{'label': 'Negative', 'score': 0.9173426032066345}",Negative,0.9173426032066345,-1,-0.9173426032066345
