,username,rating,value,boardgame_id
3330,muxed,6,Adictive game for play at the swimming pool.,2223
3331,Mxever7,7,Always fun with my wife and daughter.  A super-light game with amazing appeal and longevity.  ,2223
3332,mxpf,3,A game I will only play if I have absolutely nothing else to play.,2223
3333,MxRex,7,Always determine agreed upon house rules /before/ dealing cards. No two families play the same. The card game equivalent to Mario Kart.,2223
3334,My fathers son,2,Luck the card game.,2223
3335,mycophagous,5,A game that I still find quite fun since discovering hobby games. Decent when I'm in the mood for something that doesn't require too much skill/brainpower. ,2223
3336,myke taylor,2,Terrible card drawing game mechanic. Only survives based on nostalgia.,2223
3337,mykiezee,5,"I think this game is an underappreciated classic.  Or, that is just my conditioning from being forced to play it on all scheduled work breaks for 6 months...",2223
3338,Mystah Softi,6,Anyone can play it...  It doesn't even matter if you don't share the same language!,2223
3339,MystElden,7,My family's favorite game.  Grew up with it and still love playing with it with them.,2223
3340,mystercy01,N/A,30 min / 2-10,2223
3341,mysti_,N/A,Played many times. Ok/good. Dad likes. Check contents of both packs/combine/throw out...,2223
3342,m_hamburg,5,"There are worse card games out there.  There are better card games.  I'd rather play one of the better games, but I would play this one with kids.",2223
3343,m_r_tyler,6,Uno and Hearts were probably the two most played games during my college years.,2223
3344,m_stalhammar,5,ok with kids,2223
3345,n107,7,I play this almost weekly with some of my students.  Just a fun little game.,2223
3346,n4Sphere,8,a classic card game,2223
3347,n8dizzle84,5.5,Family,2223
3348,nabos,5,Players: 2-10 (4-6),2223
3349,nadgamgee,8,"Played a couple of times in the train ride. Nice for such occasions,  ",2223
3350,Nado,2,Dumb game full of automatic plays.,2223
3351,Nafmi,6.5,Yeah this game has been played to bits by us...over the holidays...we don't even really like it as much anymore but it is so easy to teach. ,2223
3352,nafritzu,6,Clásico juego de cartas. Muy bueno para jugar entre varios amigos,2223
3353,NagaRom,N/A,2 copies,2223
3354,nakamura,6,really funny and positive game! we played it almost every time we met. Now I find it primitive though.,2223
3355,Nalekh,1,"1,2,3,4...blue, yellow, red, green... No comment!  DULL and silly. I used to play it with my grandma.",2223
3356,NanaChris,N/A,Pixar ,2223
3357,Nanich,6,"Yes it is a massed produced game, but it is really good and really fast!",2223
3358,Nannynina14,8,"Anyone can play Uno!  We've had ours for years and have played it many, many times when there's a gap to fill.  Especially good to play with very small children.",2223
3359,nanobastaddo,6,"I dont play with that from a century but I remember some good time spent with friends on summer. Just a card game, nothing impressive, but good for every age and many players.",2223
3360,Nap16,6,Classic game for kids.,2223
3361,Napander,5,"Good for anyone, great in good company. Still simple card game, tho.",2223
3362,Napattack,N/A,1.11 2-8 best at 4-6 ,2223
3363,Narlgoth,6,"Brought for my girlfriend who is a big fan due to the iPad version of the game.  Uno is a very basic card game in which you try to clear your hand first. Its really simple and plays quickly making it a suitable game for the filler slot.  There's very little in the way of strategy though, as with everything relying on card draw you will often find you can win almost immediately (or not even stand a chance when you get stuck between two players with loads of screw cards).  You technically don't need this game to play either, as a normal pack of playing cards could be used to play this exact same game!",2223
3364,nas200304,N/A,108 карт,2223
3365,NashingElseMatters,7,A classic that can be enjoyed regardless of age or interest.,2223
3366,nashja,5,"My young daughter loves this, and I enjoy playing it mainly to see how happy she is playing it.",2223
3367,nateplex,N/A,2-10 players; card game,2223
3368,NathanialXL,8,Can take up to about and hour but normally 10 minutes.,2223
3369,Nathardicus,5.5,Must have house rules but it's a fun family game for all ages.,2223
3370,Nathou67,N/A,2-10 best 4-6 30 min  W: 1.11 ,2223
3371,NatureGuy09,10,best game in the world! ,2223
3372,Nauarch,6,"A good game for the family, since it's a childhood game. Coupled with house rules, Uno is a staple for something in between serious game nights, or just some outdoor meeting.",2223
3373,navshaikh,7,Played this when I was a kid (fond memories) and it's also the first card game I taught my daughter when she was 3. This is still fun to play.,2223
3374,nazgul_sp,5,"I used to play this game a lot when it was released in Brazil. Nowadays its just obsolete, there are so many good fillers on the market that this one keeps collecting dust on my shelf.",2223
3375,nbeasley,9.59,59,2223
3376,nburrrzy,7,A go to with anyone at anytime on sight,2223
3377,NCarranzaTroy21,9,"I consider Uno to be one of the most fun multiplayer board/card games out there. The game is relatively simple and also fast paced with little strategy involved. One of the elements that shuns most however, coming especially handy in a game like this, is luck. This can change drastically on a game to game basis, which may turn off players after a couple of bad hands in a row, or skips, or extra draws from other players. So for the most part, it is good with good luck, but can be a most enraging game after a very close loss.",2223
3378,ncbarbos,6,too many plays to count,2223
3379,ncblguy,N/A,Also own Travel Edition,2223
3380,ndelanneytroy21,10,"uno is probably my go-to game to play. its fun to play with friends and even more when you win. sometimes one game is quicker than the next but i think that keeps you on your toes, you dont know what will happen next. one minute you might have uno the next you might have five more cards. i dont think there is anything to really dislike about it other than losing but it happens to everyone",2223
3381,ndru,4.5,I rate this around 8 only for the purpose of introducing most kids in the 5-8 age range to more complex card games beyond snap. I can't think of any reason to play this with ordinary adults.,2223
3382,Neale2006,7.2,"A reliable card game with a ""take that"" element. Great fun for a light fast filler.",2223
3383,nebuhcaneza,5,"Love it or hate it, I have played thousands of games of UNO. As a kid this was one of the few games I remember keeping track of wins/losses with a few childhood friends. I am sure the way I play it has seen many ""house rules"" but I still don't mind playing this game. Nice and quick, fun to play with kids. Play count reflects only since I started tracking my plays. Also, it is one of those games that I am less inclined to actually track and update.",2223
3384,Nediamnori,N/A,Party,2223
3385,nefelia,6,"Fast card game,no theme at all. I've got many plays on this game in the past. It was one of the good games i had,i took it with me every where,and adults many times gave it a try with us kids. I got good memories of this game,i might play it again if i have small kids   ",2223
3386,Neil Thomson,6,"Classic card game of trying to get cards out of one's hand first. Cards come in the 4 primary colours and feature the numbers 0-9 and then some special cards that are now almost as famous as Monopoly itself (Draw 2, Skip, Reverse, Wild and Draw 4).  UNO uses a bluffing rule whether a player correctly plays on a Draw 4 or not but this is often not used by those playing. It makes the game far more interesting if implemented.  A bit like Yahtzee, UNO is a game that gamers tend to outgrow by their teens but it is still n important part of the journey for many.",2223
3387,Nekomimi1,2,"Awful game. Pure luck, themeless and you have very little control over the outcome.",2223
3388,Neldor,6,En casa. En estantería.,2223
3389,nelinarma,7,Uno is a classic game and is really fun. Every one knows this and you just have to be wary with them because you might not agree on the rules. The original rules is good in itself. A fun game for friends and family,2223
3390,Nelis94,N/A,Home,2223
3391,Nelsoni,N/A,40th Anniversary edition.,2223
3392,Nenananas,5,"[b]Like:[/b] -Easy, basically everyone knows this  [b]Dislike:[/b] -Plays on auto-pilot, which can be a good thing  The perfect ""game-over-a-talk"" game. Almost everyone knows it (or you remember it in 10 seconds), and you don't have to think so you can just talk. It's only as good as the people you play with or to kill the time, both which are bad for a board game.  And if you win? You're eliminated from the game, congratulations!",2223
3393,Neon Lizard,5,5 because my kids can play and we get a lot of laughs out of it. Not much to it other than that.,2223
3394,NEPS,N/A,3. 가족게임 후보 중 하나. 영어 학원 다닐 때 처음 해봄.,2223
3395,nerdofthenight,N/A,LOCATION: GARAGE,2223
3396,nerotora,6.5,Not bad. Understimated in BGG for what it is. ,2223
3397,NerveGas,4,Not a bad little game to kill time. Easy to learn and can usually get a good group of people who know how to play.,2223
3398,NerwenGreen,6,Good filler game that gives you something to do with your hands while socializing.,2223
3399,net384,10,서윤,2223
3400,Netlimpopo,3,Boring.,2223
3401,netman63129,N/A,"Kids game room, Giant Edition",2223
3402,netzer,5,"Coming from Israel, we have Taki instead of Uno, and UNO itself comes across as slightly more complex.  Both aren't highlights as games - but hold nostalgic factors.",2223
3403,Neuromanced,6,2-10 players. Enjoyed by 5 year old; Good for mixed-age party group.,2223
3404,Neutrinos,6,s,2223
3405,Nevin,4,Used to play this a long time ago with my ex and other couples while drinking & playing music.  Update: My daughter got this from grandma so I'm playing it again...  this time without the beer & music.,2223
3406,Nevov,4,Has to be played with the right group or else it is SLOW.,2223
3407,NewAgeSelfReliance,5,Shark Week,2223
3408,nextgammer,N/A,"There's nothing to compair to yelling UNO on the top of your lugs.  Which, by the way, what's up with that.  It's so easy to say UNO, but to prevent them you need to say ""Draw Two""  The rules need to be modified, to have to say something like Dueos (s.p. spanish for two)  I'm quitting while I'm behind.",2223
3409,Ne_ki_tos,3,"Тупой рандом, который может длиться часами",2223
